Id,Vendor,Product,Version,Type,End-Of-Life
1487,Google,Gmail for Android 2.x,2.x,2,0
1488,Google,Google Desktop 2.x,2.x,2,-1
1489,Google,Google Play Magazines 1.x,1.x,2,0
1490,Google,Google Play Services 2.x,2.x,2,0
1491,Google,Google V8 JavaScript Engine 2.x,2.x,2,0
1492,Google,Google Apps Sync 2.x,2.x,2,0
1493,Google,Google Street View for Android 1.x,1.x,2,0
1494,Google,Google Talk Plugin 2.x,2.x,2,1
1495,Google,Android 2.x,2.x,1,0
1496,Google,Gmail for Android 4.x,4.x,2,0
1497,Google,Google Hindi Input 1.x,1.x,2,0
1498,Google,Google Earth 3.x,3.x,2,1
1499,Google,Google Chrome 10.x,10.x,2,1
1500,Google,Viveza 2.x,2.x,2,0
1501,Google,Google Chrome 31.x,31.x,2,1
1502,Google,Google SketchUp 6.x,6.x,2,-1
1503,Google,Hangouts 1.x,1.x,2,0
1504,Google,Google Chrome 32.x,32.x,2,1
1505,Google,Google Picasa 2.x,2.x,2,0
1506,Google,Google Chrome for iOS 32.x,32.x,2,0
1507,Google,Google Currents 2.x,2.x,2,0
1508,Google,Google Chrome 9.x,9.x,2,1
1509,Google,Google Chrome 4.x,4.x,2,1
1510,Google,AngularJS 1.x,1.x,2,0
1511,Google,Google Keep 2.x,2.x,2,0
1512,Google,My Tracks 2.x,2.x,2,0
1513,Google,Google Desktop 5.x,5.x,2,-1
1514,Google,Google Gesture Search 2.x,2.x,2,0
1515,Google,Hello! 1.x,1.x,2,-1
1516,Google,Google Play Movies &amp; TV 2.x,2.x,2,0
1517,Google,Android 4.x,4.x,1,0
1518,Google,Google Chrome 33.x,33.x,2,1
1519,Google,Google Chrome 3.x,3.x,2,1
1520,Google,mod_pagespeed 1.x,1.x,2,0
1521,Google,Google Chrome 20.x,20.x,2,1
1522,Google,Google Video Player 1.x,1.x,2,-1
1523,Google,Google Chrome for Android 33.x,33.x,2,0
1524,Google,HDR Efex Pro 2.x,2.x,2,0
1525,Google,Guava 13.x,13.x,2,0
1526,Google,Google Earth Plugin 6.x,6.x,2,0
1527,Google,Google Toolbar for Firefox 7.x (Extension for Firefox),7.x,2,0
1528,Google,Google Wallet 1.x,1.x,2,0
1529,Google,GoogleToolbarUser_32.exe 7.x,7.x,2,0
1530,Google,Google Toolbar 2.x,2.x,2,0
1531,Google,Google Chrome 14.x,14.x,2,1
1532,Google,Google App Engine SDK for Python 1.x,1.x,2,0
1533,Google,Google Toolbar 6.x,6.x,2,0
1534,Google,Hangouts 2.x,2.x,2,0
1535,Google,Google Search 1.x,1.x,2,0
1536,Google,Google Play Games 1.x,1.x,2,0
1537,Google,Google Search 2.x,2.x,2,0
1538,Google,Color Efex Pro 4.x,4.x,2,0
1539,Google,Quickoffice Pro 5.x,5.x,2,0
1540,Google,Google Chrome Canary 24.x,24.x,2,0
1541,Google,Google Chrome 23.x,23.x,2,1
1542,Google,Maps 6.x,6.x,2,0
1543,Google,Google Goggles 1.x,1.x,2,0
1544,Google,Google Translate 2.x,2.x,2,0
1545,Google,Google Keep 1.x,1.x,2,0
1546,Google,Blogger 2.x,2.x,2,0
1547,Google,Google Keyboard 1.x,1.x,2,0
1548,Google,Google Chrome for iOS 26.x,26.x,2,0
1549,Google,Calaboration 1.x,1.x,2,0
1550,Google,Color Efex Pro 3.x,3.x,2,0
1551,Google,Android 3.x,3.x,1,0
1552,Google,Google Chrome 17.x,17.x,2,1
1553,Google,Google Chrome 19.x,19.x,2,1
1554,Google,Google Earth 6.x,6.x,2,0
1555,Google,FeedBurner FeedSmith 2.x,2.x,2,-1
1556,Google,Hangouts 4.x,4.x,2,0
1557,Google,Google Chrome 21.x,21.x,2,1
1558,Google,Google Chrome 29.x,29.x,2,1
1559,Google,Google Desktop Search 1.x,,2,-1
1560,Google,Google Chrome for Android 30.x,30.x,2,1
1561,Google,Guava 14.x,14.x,2,0
1562,Google,Google Chrome 22.x,22.x,2,1
1563,Google,Google SketchUp 5.x,5.x,2,-1
1564,Google,Google Gmail Notifier 1.x,1.x,2,-1
1565,Google,Google Calendar 2.x,2.x,2,0
1566,Google,YouTube for Android 2.x,2.x,2,0
1567,HP,HP ProCurve Switch 2524/2512,,1,-1
1568,HP,HP LaserJet Pro CP1525 Color Printer series,,1,0
1569,HP,HP System Management Homepage 3.x,3.x,2,-1
1570,HP,HP ProLiant DL380 G6 Server,,1,0
1571,HP,HP Color LaserJet Enterprise CM4540 Series,,1,0
1572,HP,HP Lights-Out Online Configuration Utility for Windows Server 2003/2008 3.x,3.x,2,0
1573,HP,HP Client Automation Enterprise (formerly Radia) 4.x,4.x,2,0
1574,HP,H3C S7500E Series Switches,,1,0
1575,HP,HP Photosmart Printer K510,,1,0
1576,HP,HP Photosmart Essential 3.5 120.x,120.x,2,0
1577,HP,HP OpenView Application Manager using Radia 2.x,2.x,2,-1
1578,HP,HP ProLiant Remote Monitor Service 5.x,5.x,2,0
1579,HP,HP 5500 EI Switch Series,,1,0
1580,HP,HP LaserJet 4350 Series,,1,-1
1581,HP,HP Deskjet 5150,,1,0
1582,HP,Compaq WEBES 3.x,3.x,2,-1
1583,HP,HP AssetManager 5.x,5.x,2,0
1584,HP,HP Instant Support Driver Check ActiveX Control 1.x,1.x,2,-1
1585,HP,HP Directories Support for ProLiant Management Processors 3.x,3.x,2,0
1586,HP,HP Array Configuration Utility 8.x,8.x,2,1
1587,HP,HP OpenView Service Desk Process Insight (SDPI) 1.x,1.x,2,-1
1588,HP,HP ProCurve Manager 4.x,4.x,2,0
1589,HP,HP Web Jetadmin 7.x,,2,-1
1590,HP,HP Onboard Administrator 4.x,4.x,1,0
1591,HP,HP PrecisionScan LT Scanning Software 3.x,3.x,2,0
1592,HP,OpenVMS 6.x,6.x,1,-1
1593,HP,HP OpenView Storage Area Manager 3.x,,2,-1
1594,HP,HP Security Management System 3.x,3.x,1,0
1595,HP,HP Application Lifetime Management 11.x,11.x,2,0
1596,HP,HP iNode Intelligent Client (iNode PC) 5.x,5.x,2,0
1597,HP,HP ProLiant BL460c G1 Server Blade,,1,0
1598,HP,HP 3100 SI Switch Series,,1,0
1599,HP,HP Select Identity ACF2 Connector 1.x,1.x,2,-1
1600,HP,Mozilla Application Suite for Tru64 UNIX 1.x,1.x,2,-1
1601,HP,HP Performance Manager 9.x,9.x,2,0
1602,HP,HP Integrity Blade Server bl870c,,1,0
1603,HP,HP Ignite-UX C.6.x,C.6.x,2,-1
1604,HP,HP LaserJet M1522n MFP,,1,-1
1605,HP,HP JetDirect 175 Series,,1,-1
1606,HP,HP NonStop Server 6.x,6.x,1,-1
1607,HP,HP-UX Containers (SRP) 3.x,3.x,2,0
1608,HP,HP ProLiant Array Configuration Utility for Windows 9.x,9.x,2,0
1609,HP,HP CM8060 Color Multifunction Printer with Edgeline,,1,0
1610,HP,HP Enterprise Cluster Master Toolkit 5.x,5.x,2,0
1611,HP,HP LaserJet M1522 Multifunction Printer Series,,1,0
1612,HP,HP Software Update 3.x,3.x,2,-1
1613,HP,H3C MSR 900 Series Routers,,1,0
1614,HP,HP MediaSmart Webcam 4.x,4.x,2,0
1615,HP,HP Power Management,,2,-1
1616,HP,HP ProCurve 3400cl Series,,1,-1
1617,HP,HP Storage Essentials SRM 5.x,5.x,2,-1
1618,HP,HP Service Manager 9.x,9.x,2,0
1619,HP,HP UCMDB Browser 1.x,1.x,2,0
1620,HP,HP Business Availability Center 7.x,7.x,2,0
1621,HP,HP Discovery &amp; Dependency Mapping Inventory (DDMI) 9.x,9.x,2,0
1622,HP,OpenView Advanced Security,,2,-1
1623,HP,HP LaserJet Pro M1216nfh Multifunction Printer series,,1,0
1624,HP,HP Insight Management Agents 8.x,8.x,2,0
1625,HP,HPISWebManager ActiveX Control 1.x,1.x,2,0
1626,HP,HP ProLiant Smart Array SAS/SATA Event Notification Service for Windows Server 2003 6.x,6.x,2,0
1627,HP,HP Secure Web Server for OpenVMS 3.x,3.x,2,0
1628,HP,HP PhotoSmart Essential 1.x,,2,0
1629,HP,HP LaserJet M9040/M9050 Multifunction Printer series,,1,0
1630,HP,Hewlett-Packard Online Support Services ActiveX Control 1.x,1.x,2,-1
1631,HP,HP ProLiant DL380p Gen8 Server,,1,0
1632,HP,HP Color LaserJet P4014 / P4015 / P4515 Series,,1,0
1633,HP,HP Version Control Agent 7.x,7.x,2,0
1634,HP,H3C WX5000 Series Access Controllers,,1,0
1635,HP,HP Insight Diagnostics 7.x,7.x,2,-1
1636,HP,HP 5120 SI Switch Series,,1,0
1637,HP,HP LaserJet P3005 Series,,1,-1
1638,HP,Compaq WEBES 2.x,2.x,2,-1
1639,HP,HP Power Manager Remote Agent 4.x,4.x,2,-1
1640,HP,HP AssetCenter 5.x,5.x,2,0
1641,HP,HP OpenView Storage Data Protector 5.x,5.x,2,-1
1642,HP,HP OpenView Business Process Insight (OVBPI) 2.x,2.x,2,-1
1643,HP,HP Ignite-UX C.7.x,,2,-1
1644,HP,iPAQ Easy Access Button 1.x,1.x,2,-1
1645,HP,HP Insight Recovery 6.x,6.x,2,0
1646,HP,HP Intelligent Management Center (IMC) 7.x,7.x,2,0
1647,HP,HP ProCurve Switch 1800 Series,,1,0
1648,HP,HP-UX Directory Server B.08.10.x,B.08.10.x,2,0
1649,HP,HP Systems Insight Manager 6.x,6.x,2,0
1650,HP,HP ProCurve Switch 4200vl series,,1,-1
1651,HP,HP 7500 Switch Series,,1,0
1652,HP,HP ProLiant BL460c G5 Server Blade,,1,0
1653,HP,HP System Health Application and Command Line Utilities for Linux 8.x,8.x,2,0
1654,HP,HP 3100 EI Switch Series,,1,0
1655,HP,HP Select Identity RACF Connector 1.x,1.x,2,-1
1656,HP,HP LaserJet 1160/LaserJet 1320 ToolBox 3.x,3.x,2,-1
1657,HP,HP Process Resource Manager (PRM) C.02.x,C.02.x,2,-1
1658,HP,HP OpenView Configuration Management Infrastructure 4.x,4.x,2,-1
1659,HP,HP ProLiant SL270s Gen8 Server,,1,0
1660,HP,HP Service Health Optimizer 9.x,9.x,2,0
1661,HP,HP-UX 10.x,10.x,1,-1
1662,HP,HP Performance Management Pack Tools,,2,-1
1663,HP,HP Photo and Imaging Gallery 1.x,1.x,2,-1
1664,HP,HP FTP Print Server 2.x,2.x,2,-1
1665,HP,HP JetDirect 170 Series,,1,-1
1666,HP,HP TCP/IP Services for OpenVMS 5.x,5.x,2,-1
1667,HP,HP Universal Discovery Universal CMDB Configuration Manager 9.x,9.x,2,0
1668,HP,HP Version Control Repository Manager (VCRM) 2.x,2.x,2,-1
1669,HP,OpenVMS 7.x,7.x,1,0
1670,HP,HP Remote Diagnostics Enabling Agent,,2,-1
1671,HP,HP Data Protector Media Operations 6.x,6.x,2,0
1672,HP,HP Real User Monitor 7.x,7.x,2,-1
1673,HP,HP Insight Diagnostics Online Edition for Windows  9.x,9.x,2,0
1674,HP,HP Systems Insight Manager 7.x,7.x,2,0
1675,HP,HP Enterprise Discovery 2.x,2.x,2,-1
1676,HP,HP Enterprise Cluster Master Toolkit 4.x,4.x,2,0
1677,HP,HP Onboard Administrator 3.x,3.x,1,0
1678,HP,HP LaserJet 9040/9050 Series,,1,1
1679,HP,HP Color LaserJet CP1510 Printer Series,,1,0
1680,HP,HP Insight Control 6.x,6.x,2,0
1681,HP,H3C MSR 50 Series Routers,,1,0
1682,HP,HP ProCurve 5300xl Series,5300xl,1,-1
1683,HP,HP Color LaserJet 6040 MFP,,1,-1
1684,HP,HP Service Center 6.x,6.x,2,0
1685,HP,HP StorageWorks Modular Smart Array P2000,,1,0
1686,HP,HP LaserJet 4240 / 4250 / 4340 Series,,1,-1
1687,HP,HP LaserJet Pro M1214nfh Multifunction Printer series,,1,0
1688,HP,HP Color LaserJet CP5225 Series,,1,0
1689,HP,HP Insight Dynamics - VSE 6.x,6.x,2,0
1690,HP,HP StorageWorks Library and Tape Tools 4.x,4.x,2,-1
1691,HP,HP ProCurve Threat Management Services zl Module 1.x,1.x,1,-1
1692,HP,HP Image Zone 5,,2,-1
1693,HP,HP StoreOnce 2600 Series,,1,0
1694,HP,HP ProCurve Manager 2.x,2.x,2,-1
1695,HP,HP Color LaserJet Professional CP5225 Printer series,,1,0
1696,HP,HP Network Node Manager i (NNMi) 9.x,9.x,2,0
1697,HP,HP Color LaserJet CM3530 Series,,1,0
1698,HP,ATI ES1000 Video Controller Driver 6.x,6.x,2,0
1699,HP,HP ProCurve Wireless Access Point 420 2.x,2.x,1,-1
1700,HP,HP SOA Registry Foundation 6.x,6.x,2,0
1701,HP,H3C WX3000 Series Integrated Switch,,1,0
1702,HP,HP Operations Orchestration 9.x,9.x,2,0
1703,HP,HP ProLiant Integrated Management Log Viewer 5.x,5.x,2,0
1704,HP,HP ALM Synchronizer 1.x,1.x,2,0
1705,HP,HP 5120 EI Switch Series,,1,0
1706,HP,HP Color LaserJet CP4005 Series,,1,-1
1707,HP,HP MPE/iX 6.0,6,1,-1
1708,HP,HP ProLiant DL585 Server,,1,-1
1709,HP,HP StoreEver Enterprise Library LTO-6 Tape Drives,,1,0
1710,HP,HP OpenView Business Process Insight (OVBPI) 1.x,1.x,2,-1
1711,HP,HP Dynamic Root Disk A.2.x,,2,-1
1712,HP,HP MediaSmart Photo 4.x,4.x,2,0
1713,HP,HP LoadRunner 11.x,11.x,2,0
1714,HP,HP Insight Managed System Setup Wizard 6.x,6.x,2,0
1715,HP,HP 9250 Digital Sender,,1,0
1716,HP,HP LaserJet Enterprise 500 color M551 Series,,1,0
1717,HP,HP IMC Service Operation Management Software Module (SOM) 7.x,7.x,2,0
1718,HP,HP OpenView GlancePlus 10.x,10.x,2,-1
1719,HP,HP TruCluster Server 5.x,,1,-1
1720,HP,HP-UX 11.x,11.x,1,0
1721,HP,HP Web Jetadmin 10.x,10.x,2,0
1722,HP,HP IceWall MCRP 3.x,3.x,2,0
1723,HP,HP Universal CMDB 10.x,10.x,2,0
1724,HP,HP 1910 Switch Series,,1,0
1725,HP,HP Select Identity TOPSecret Connector 2.x,2.x,2,-1
1726,HP,HP Integrated Lights-Out 4 (iLO 4) 1.x,1.x,1,0
1727,HP,HP Internet Express 6.x,6.x,2,-1
1728,HP,HP ProLiant SL250s Gen8 Server,,1,0
1729,HP,HP Service Health Reporter 9.x,9.x,2,0
1730,HP,HP Integrated Lights-Out 2 (iLO 2) 1.x,1.x,1,-1
1731,HP,HP Performance Management Pack,,2,-1
1732,HP,HP Tru64 UNIX 4.x,4.x,1,1
1733,HP,WMI Mapper for HP Systems Insight Manager 7.x,7.x,2,0
1734,HP,HP Management Agents 9.x,9.x,2,0
1735,HP,HP JetDirect 150 Series,,1,-1
1736,HP,Broadcom Integrated NIC Management Firmware for HP PCs 8.x,8.x,2,0
1737,HP,HP Universal Discovery Universal CMDB Configuration Manager 10.x,10.x,2,0
1738,HP,HP Wireless Assistant 3.x,3.x,2,0
1739,HP,Compaq Insight Manager LC 1.x,,2,-1
1740,HP,HP SSD ActiveX Control 1.x,1.x,2,-1
1741,HP,HP Performance Center 9.x,9.x,2,-1
1742,HP,HP LaserJet M4345 Multifunction Printer series,,1,0
1743,HP,Compaq Web Agent Service,6.x,2,-1
1744,HP,ezRemote Manager LE 3.x,3.x,2,1
1745,HP,HP Autonomy WorkSite 9.x,9.x,2,0
1746,HP,HP Data Protector 6.x,6.x,2,0
1747,HP,HP IceWall Identity Manager 5.x,5.x,2,0
1748,HP,HP Solution Center 13.x,13.x,2,0
1749,HP,HP CM8000 Color MFP Series,,1,0
1750,HP,HP Color LaserJet CM1312 Multifunction Printer Series,,1,0
1751,HP,HP QuickTest Professional 8.x,8.x,2,0
1752,HP,H3C MSR 30 Series Routers,,1,0
1753,HP,HP WX5000 Access Controller Series,,1,0
1754,HP,HP Color LaserJet CP6015,,1,-1
1755,HP,HP PrecisionScan Pro 3.x,3.x,2,-1
1756,HP,HP Intelligent Management Center User Access Manager (UAM) 5.x,5.x,2,0
1757,HP,HP StorageWorks Storage Mirroring Software 4.x,4.x,2,1
1758,HP,HP LaserJet 2410 / 2420 / 2430,,1,-1
1759,HP,HP LaserJet Pro M1213nf Multifunction Printer series,,1,0
1760,HP,HP Performance Insight 5.x,5.x,2,0
1761,HP,HP ProLiant PCI-express Power Management 1.x,1.x,2,0
1762,HP,HP ProLiant iLO 3/4 Management Controller Driver Package for Windows Server 2008/2012 X64 3.x,3.x,2,0
1763,HP,HP TopShot LaserJet Pro M275 Multifunction Printer Series,,1,0
1764,HP,Compaq Insight Manager XE 2,,2,-1
1765,HP,HP Printer Diagnostics ActiveX Control 1.x,1.x,2,-1
1766,HP,HP QuickPlay 3.x,3.x,2,0
1767,HP,HP Image Zone Express,,2,-1
1768,HP,HP StoreOnce Virtual Storage Appliance (VSA),,1,0
1769,HP,HP Color LaserJet Enterprise CP4520 Printer series,,1,0
1770,HP,HPVirtualRooms10 ActiveX Control 1.x,1.x,2,0
1771,HP,HP Autonomy Ultraseek 5.x,5.x,2,0
1772,HP,HP Discovery &amp; Dependency Mapping Inventory (DDMI) 7.x,7.x,2,-1
1773,HP,Digital Persona Fingerprint Reader 3.x,3.x,2,0
1774,HP,HP Color LaserJet CP3525 Series,,1,0
1775,HP,HP ProLiant Array Diagnostics Utility for Windows 7.x,7.x,2,0
1776,HP,HP USB Key Utility 1.x,1.x,2,0
1777,HP,HP Software Framework 4.x,4.x,2,0
1778,HP,H3C SR8800 Series Routers,,1,0
1779,HP,HP LaserJet P1500 Printer series,,1,0
1780,HP,HP Screen Recorder 1.x,1.x,2,0
1781,HP,HP Array Diagnostic Utility,,2,1
1782,HP,HP 4500G Switch Series,,1,0
1783,HP,HP-UX AAA Server 6.x,6.x,2,-1
1784,HP,HP Color LaserJet 4700 Series,,1,-1
1785,HP,HP DECnet-Plus for OpenVMS 8.x,8.x,2,-1
1786,HP,HP MPE/iX 7.5,7.5,1,-1
1787,HP,HP StoreEver ESL G3 Tape Libraries,,1,0
1788,HP,HP Color LaserJet 4600 Toolbox 3.x,3.x,2,-1
1789,HP,HP Dynamic Root Disk A.1.x,,2,-1
1790,HP,HP Instant Support 1.x,1.x,2,-1
1791,HP,HP Power Manager 4.x,4.x,2,-1
1792,HP,HP MediaSmart Video 4.x,4.x,2,0
1793,HP,HP ProCurve 2910al Switch Series,,1,-1
1794,HP,HP Operations Agent 8.x,8.x,2,0
1795,HP,HP Color LaserJet 5550 Series,,1,0
1796,HP,HP Insight Management WBEM Providers 2.x,2.x,2,0
1797,HP,HP IceWall MCRP 2.x,2.x,2,0
1798,HP,HP Insight Diagnostics 8.x,8.x,2,-1
1799,HP,HP Product Detection ActiveX Control 1.x,1.x,2,0
1800,HP,HP ProLiant BL460c G6 Server Blade,,1,0
1801,HP,HP VirtualRooms35 ActiveX Control 1.x,1.x,2,-1
1802,HP,HP 12500 Switch Series,,1,0
1803,HP,HP Select Identity IBM Tivoli Dir Connector 1.x,1.x,2,-1
1804,HP,HP OpenView Client Configuration Manager 2.x,2.x,2,-1
1805,HP,HP ProLiant DL380e Gen8 Server,,1,0
1806,HP,HP Operations Manager 9.x,9.x,2,0
1807,HP,HP All-in-One Series Web Release 2.x,2.x,2,-1
1808,HP,HP Select Access 6.x,6.x,2,-1
1809,HP,HP Application Lifecycle Management 11.x,11.x,2,0
1810,HP,HP LaserJet 9000 Series,,1,0
1811,HP,HP JetDirect 610n,,1,-1
1812,HP,Broadcom Integrated NIC Management Firmware for HP PCs 1.x,1.x,2,0
1813,HP,HP Server Automation 10.x,10.x,2,0
1814,HP,HP PhotoSmart Essential 2.x,2.x,2,0
1815,HP,HP ProtectTools Enterprise Device Access Manager,,2,0
1816,HP,Compaq Intelligent Cluster Administrator 2.x,2.x,2,-1
1817,HP,HP Operations Manager 11.x,11.x,2,0
1818,HP,HP ProLiant Support Pack for Windows Server 2008 R2 9.x,9.x,2,0
1819,HP,HP IceWall File Manager Version 3.x,3.x,2,0
1820,HP,HP OfficeJet Pro 200 Series,,1,0
1821,HP,HP LaserJet M2727 Multifunction Printer series,,1,0
1822,HP,HP LaserJet Pro 400,,1,0
1823,HP,HP XP P9500 Disk Array,,1,0
1824,HP,HP IceWall Identity Manager 4.x,4.x,2,0
1825,HP,HP Color LaserJet CM6030/CM6040 MFP Series,,1,0
1826,HP,HP LaserJet M1120 Multifunction Printer Series,,1,0
1827,HP,HP Insight Orchestration 6.x,6.x,2,0
1828,HP,HP IceWall Remote Configuration Manager 3.x,3.x,2,0
1829,HP,HP OpenView Operations for Windows 7.x,7.x,2,-1
1830,HP,HP QuickTest Professional 9.x,9.x,2,0
1831,HP,H3C MSR 20 Series Routers,,1,0
1832,HP,HP Multimedia Service Environment (MSE) 2.x,2.x,2,0
1833,HP,HP 9500 Switch Series,,1,0
1834,HP,HP LaserJet P4014,,1,-1
1835,HP,HP IBRIX X9000 Network Storage,,1,0
1836,HP,HP LaserJet 8150 Series,,1,0
1837,HP,HP Intelligent Management Center Endpoint Admission Defense (EAD) 5.x,5.x,2,0
1838,HP,HP 3D DriveGuard 3.x,3.x,2,-1
1839,HP,HP Color LaserJet 9500 Series,,1,-1
1840,HP,HP Operations Dashboard 2.x,2.x,2,-1
1841,HP,HP ProLiant iLO 3/4 Channel Interface Driver for Windows X64 3.x,3.x,2,0
1842,HP,HP LaserJet Pro 300 Color M371 Printer Series,,1,0
1843,HP,HP Systems Insight Manager 5.x,5.x,2,-1
1844,HP,HP Virtual Rooms Install 1.x,1.x,2,-1
1845,HP,Compaq Insight Manager 2.x,,2,-1
1846,HP,HP LeftHand OS 10.x,10.x,1,0
1847,HP,HP Network Automation 9.x,9.x,2,0
1848,HP,HP StoreOnce 4400 Series,,1,0
1849,HP,HP Support Assistant 6.x,6.x,2,0
1850,HP,HP Solution Center 12.x,12.x,2,-1
1851,HP,HP ProCurve Switch 2900 Series,,1,-1
1852,HP,HP Discovery &amp; Dependency Mapping Inventory (DDMI) 2.x,2.x,2,-1
1853,HP,HP LaserJet M3035 MFP Series,,1,0
1854,HP,HP ProLiant Array Configuration Utility for Windows 8.x,8.x,2,0
1855,HP,HP Lights-Out Integrated Remote Console ActiveX Control 1.x,1.x,2,-1
1856,HP,HP Color LaserJet 3500 Series,,1,-1
1857,HP,H3C SecPath U200 Series,,1,0
1858,HP,HP Photosmart Printer C510,,1,0
1859,HP,HP CIFS Server 2.x,2.x,2,-1
1860,HP,HP StoreOnce D2D Backup Systems 2.x,2.x,1,0
1861,HP,HP LaserJet M1319 Multifunction Printer Series,,1,0
1862,HP,HP Insight Control 3.x,3.x,2,0
1863,HP,HP 4800G Switch Series,,1,0
1864,HP,HP Webproxy 2.x,2.x,2,-1
1865,HP,HP Color LaserJet CP3505 Series,,1,-1
1866,HP,HP DECnet-Plus for OpenVMS 7.x,7.x,2,-1
1867,HP,HP MPE/iX 7.0,7,1,-1
1868,HP,HP LaserJet Pro M1530 Multifunction Printer series,,1,0
1869,HP,HP Web Jetadmin 8.x,8.x,2,1
1870,HP,HP Color LaserJet 2500 Toolbox 3.x,3.x,2,-1
1871,HP,HP CIFS Server 1.x,1.x,2,-1
1872,HP,HP QuickTest Professional 11.x,11.x,2,0
1873,HP,HP OpenView Service Quality Manager (OV SQM) 1.x,1.x,2,-1
1874,HP,HP MediaSmart Music 4.x,4.x,2,0
1875,HP,HP ProCurve Switch 2610 Series,,1,-1
1876,HP,HP OpenView Event Correlation Services 3.x,3.x,2,-1
1877,HP,HP OpenView Operations HTTPS Agent 8.x,8.x,2,-1
1878,HP,HP Lights-Out Online Configuration Utility for Windows 2003/2008 x64 Editions 2.x,2.x,2,0
1879,HP,HP StorageWorks Command View for Tape Libraries,,2,-1
1880,HP,HP SiteScope 9.x,9.x,2,1
1881,HP,HP Color LaserJet CP4025 / CP 4525 Series,,1,0
1882,HP,HP Application Recovery Manager 6.x,6.x,2,-1
1883,HP,HP PrecisionScan Pro 1.x,1.x,2,-1
1884,HP,HP Operations Agent for NonStop 5.x,5.x,2,0
1885,HP,HP Service Pack for ProLiant (SPP),,2,0
1886,HP,HP StorageWorks Secure Path 4.x,4.x,2,-1
1887,HP,HP Laserjet Printer 5200 Series,,1,-1
1888,HP,HP Color LaserJet CM4730 Multifunction Printer Series,,1,0
1889,HP,HP CloudSystem Enterprise 8.x,8.x,2,0
1890,HP,HP StorageWorks XP Tiered Storage Manager 5.x,5.x,2,-1
1891,HP,HP 10500 Switch Series,,1,0
1892,HP,HP Select Identity OID Connector 1.x,1.x,2,-1
1893,HP,HP ProCurve Manager 3.x,3.x,2,-1
1894,HP,HP ProCurve 5400 zl Switch Series,,1,0
1895,HP,HP StorageWorks Command View EVA 8.x,8.x,2,0
1896,HP,HP ProLiant DL360e Gen8 Server,,1,0
1897,HP,HP Tru64 UNIX 5.x,5.x,1,-1
1898,HP,HP Select Access 5.x,5.x,2,-1
1899,HP,HP LaserJet 4300 Series,,1,0
1900,HP,HP JetDirect 600n,,1,-1
1901,HP,HP Performance Center 12.x,12.x,2,0
1902,HP,HP Color LaserJet Enterprise flow MFP M880 series,,1,0
1903,HP,Compaq Insight Manager 3.x,,2,-1
1904,HP,HP Operations Agent 11.x,11.x,2,0
1905,HP,HP Lights-Out Online Configuration Utility for Windows Server 2003/2008 4.x,4.x,2,0
1906,HP,HP IceWall SSO 10.x,10.x,2,0
1907,HP,HP OfficeJet Pro X400/X500 Series,,1,0
1908,HP,HP Color LaserJet CM2320 Multifunction Printer series,,1,0
1909,HP,HP LaserJet Pro 400 MFP,,1,0
1910,HP,HP LoadRunner 9.x,9.x,2,-1
1911,HP,HP StorageWorks Command View XP 1.x,1.x,2,-1
1912,HP,HP LaserJet Pro P1102 Printer Series,,1,0
1913,HP,HP OpenView OmniBack II 4.x,4.x,2,-1
1914,HP,HP Firewall Series,,1,0
1915,HP,HP 2620 Switch Series,,1,0
1916,HP,hp-ux bastille 2.x,2.x,2,-1
1917,HP,HP Performance Manager 8.x,8.x,2,0
1918,HP,HP 8800 Switch Series,,1,0
1919,HP,HP LaserJet P4015,,1,-1
1920,HP,HP 6125G/XG Ethernet Blade Switch,,1,0
1921,HP,HP OfficeJet K8600,,1,0
1922,HP,HP LaserJet 5100 Series,,1,0
1923,HP,HP StorageWorks P4000 Virtual SAN Appliance Software 9.x,9.x,2,0
1924,HP,HP 3PAR OS 3.x,3.x,1,0
1925,HP,HP 9200C Digital Sender,,1,-1
1926,HP,HP OpenView Network Node Manager (NNM) 6.x,6.x,2,-1
1927,HP,HP Digital Imaging Magview ActiveX Control 2.x,2.x,2,-1
1928,HP,HP Service Desk Process Insight (HPSDPI) 2.x,2.x,2,-1
1929,HP,HP StorageWorks Virtual Library System 6000 Series,,1,-1
1930,HP,HP MSA Storage,,1,0
1931,HP,HP LaserJet Pro 300 Color M375 Multifunction Printer Series,,1,0
1932,HP,Compaq Insight Manager XE 1,,2,-1
1933,HP,HP Systems Insight Manager 4.x,4.x,2,-1
1934,HP,HP StoreVirtual VSA,,1,0
1935,HP,HP Network Automation 7.x,7.x,2,1
1936,HP,HP StoreOnce 4200 Series,,1,0
1937,HP,HP Select Identity Active Directory Bidirectional LDAP Connector 2.x,2.x,2,-1
1938,HP,HP Color LaserJet 4550,,1,-1
1939,HP,HP StorageWorks MSL8096 Tape Library 8.x,8.x,1,-1
1940,HP,HP Solution Center 14.x,14.x,2,0
1941,HP,HP LaserJet Enterprise P3015 Series,,1,0
1942,HP,HP Support Assistant 7.x,7.x,2,0
1943,HP,HP ENVY 100 e-All-in-One Printer D410,,1,0
1944,HP,HP StoreOnce D2D Backup Systems 1.x,1.x,1,0
1945,HP,HP LaserJet Pro M1212nf Multifunction Printer series,,1,0
1946,HP,HP Insight Management VCEM Web Client SDK (VCEMSDK) 7.x,7.x,2,0
1947,HP,HP System Management Homepage 2.x,2.x,2,
