Vendor,Product,Version,Type,End-Of-Life
,"Baby Phone - Musical Baby Game 1.x",1.x,2,0
,"PaoBacheca 2.x",2.x,2,
,"Crafty Syntax Live Help 3.x",3.x,2,0
,"Pivot 1.x",1.x,2,
,"RHQ 4.x",4.x,2,0
,"Mark Kronsbein MyGuestbook 0.x",0.x,2,
,"Atlassian JIRA Tempo Plugin 7.x",7.x,2,0
,"Mail Notifier 0.x (extension for Firefox)",0.x,2,
,"AnythingSlider 1.x",1.x,2,0
,"Sarg 2.x",2.x,2,
,"Cashback Guardian 0.x (extension for Firefox)",0.x,2,0
,"Icculus.org Quake3 Engine (ioquake3)",,2,
,"openwsman 2.x",2.x,2,
,"Videos Broadcast Yourself",,2,
,"3Dconnexion 16.x",16.x,2,0
,"Der Dirigent 1.x",1.x,2,
,"imlib2 1.x",1.x,2,
,"Den Dating Website Script 9.x",9.x,2,
,"Car Manager 2.x (component for Joomla)",2.x,2,
,"deV!L'z Clanportal Gamebase Addon",,2,0
,"Monster Blade 1.x",1.x,2,0
,"FamilySearch Indexing 3.x",3.x,2,0
,"slocate 1.x",1.x,2,0
,"external IP 0.x (extension for Firefox)",0.x,2,0
,"WordPress Broken Link Checker Plugin 1.x",1.x,2,0
,"XBrite Members 1.x",1.x,2,1
,"Ubiquity 0.x (extension for Firefox)",0.x,2,
,"Libnids 1.x",1.x,2,
,"Secure Directory (kw_secdir) Extension for TYPO3 1.x",1.x,2,
,"An image gallery 1.x",1.x,2,
,"My Family Tree 1.x",1.x,2,0
,"TortoiseCVS 1.x",1.x,2,
,"Turnkey Ebook Store 1.x",1.x,2,
,"FrontMotion Firefox Community Edition 20.x",20.x,2,0
,"Bitstream Vera 1.x",1.x,2,0
,"ACG News 1.x",1.x,2,
,"HiVisGnome Big 2.x (extension for Firefox)",2.x,2,
,"RocketDock 1.x",1.x,2,0
,"4images 1.x",1.x,2,0
,"Srpska latinica 0.x (extension for Firefox)",0.x,2,
,"mathTeX 1.x",1.x,2,
,"Tr Forum 2.x",2.x,2,
,"FTE Text Editor 0.x",0.x,2,
,"TangoCMS 2.x",2.x,2,
,"CounterSpy Scanner ActiveX Control 1.x",1.x,2,
,"Tassman 4",4.x,2,0
,"Tyger Bug Tracking System 1.x",1.x,2,
,"CJ Ultra Plus 1.x",1.x,2,
,"bmc ActiveX Control 5.x",5.x,2,0
,"ASnumber 1.x (extension for Firefox)",1.x,2,0
,"WordPress Social Sharing Toolkit Plugin 2.x",2.x,2,0
,"Mind Note Lite 1.x",1.x,2,0
,"OPIE 1.x (extension for Firefox)",1.x,2,
,"PBL Guestbook 1.x",1.x,2,
,"AppZapper 2.x",2.x,2,0
,"ubi.com Manager ActiveX Control 1.x",1.x,2,
,"Pie Cart Pro Site Builder",,2,
,"AlefMentor 2.x",2.x,2,
,"dhcpcd 1.x",1.x,2,1
,"Habu 1.x (extension for Firefox)",1.x,2,
,"Testa OTMS 2.x",2.x,2,0
,"RubyInstaller 1.x",1.x,2,0
,"BF2AutoLoader 1.x",1.x,2,
,"SubmitControl Module ActiveX Control 1.x",1.x,2,0
,"Eesti (et) keele pakk 3.x (extension for Firefox)",3.x,2,0
,"Police Lights 1.x",1.x,2,0
,"BF Survey Pro Free 1.x (component for Joomla)",1.x,2,
,"Weight Loss Tracker 4.x",4.x,2,0
,"SF-Shoutbox 1.x",1.x,2,
,"FoxyMeter 0.x (extension for Firefox)",0.x,2,
,"ExtractNow 3.x",3.x,2,
,"Simple Gallery 2.x",2.x,2,
,"PHPRecipeBook 2.x",2.x,2,
,"QTAddressBar 0.x",0.x,2,
,"Cumulus 1.x (infusion for PHP-Fusion)",1.x,2,0
,"Photo Graffix 3.x",3.x,2,
,"Free Window Registry Repair 2.x",2.x,2,0
,"PlRPC 0.x",0.x,2,
,"Astronomy Picture of the Day 3.x",3.x,2,0
,"WordPress Sendit Plugin 2.x",2.x,2,0
,"KarClient 1.x (extension for Firefox)",1.x,2,
,"Drupal Internationalization Module 5.x",5.x,2,
,"Small Pirate 2.x",2.x,2,
,"Dorsa CMS",,2,
,"Tsmim Lessons Library Script",,2,0
,"feedly 2.x (extension for Firefox)",2.x,2,0
,"QuickerSite 1.x",1.x,2,
,"Q-News 2.x",2.x,2,
,"Droidin 4.x",4.x,2,0
,"Chrome List 0.x (extension for Firefox)",0.x,2,0
,"Move Mouse 3.x",3.x,2,0
,EPublisherPro,,2,
,"Guestbook tr3.a",,2,1
,"Sysstat 8.x",8.x,2,0
,"Lopburi Flat 1.x (extension for Firefox)",1.x,2,
,"New Tab Button on Tab Bar 2.x (extension for Firefox)",2.x,2,
,"ProCon Frostbite 1.x",1.x,2,0
,"XYplorerFree 5.x",5.x,2,1
,"IpernityFox 1.x (extension for Firefox)",1.x,2,
,"Philboard 1.x",1.x,2,1
,"ReVou Twitter Clone 2.x",2.x,2,
,"MinIndustria ActiveX Control 1.x",1.x,2,
,"Runscanner 2.x",2.x,2,0
,"URLshrink Free 1.x",1.x,2,
,"Booby 1.x",1.x,2,
,"Designs 1.x",1.x,2,0
,"Mini-NUKE 1.x",1.x,2,1
,"NewsWorthy for Thunderbird 1.5 0.x (extension for Firefox)",0.x,2,
,"WordPress Spreadsheet Plugin 2.x",2.x,2,0
,"Advanced Renamer 2.x",2.x,2,0
,"URL Tab Completion 1.x (extension for Firefox)",1.x,2,
,"WS-Album 1.x",1.x,2,1
,"QtWeb Browser 3.x",3.x,2,
,"Automaton 1.x",1.x,2,0
,"ITLPoll 2.x",2.x,2,
,"Aircrack-ng 0.x",0.x,2,
,"Hola 1.x",1.x,2,0
,"WordPress Profile Builder Plugin 1.x",1.x,2,0
,"Who is on gabbly 2.x (extension for Firefox)",2.x,2,
,"Rain 3.x (extension for Firefox)",3.x,2,
,"Laravel Security 1.x",1.x,2,0
,"Simple DNS Plus 5.x",5.x,2,0
,"WordPress WP Super Cache Plugin 1.x",1.x,2,0
,"phpFK PHP Forum ohne 7.x",7.x,2,
,"xajax 0.x",0.x,2,
,"PNGGauntlet 3.x",3.x,2,0
,"Heredis 9.x",9.x,2,
,"LastAM 0.x (extension for Firefox)",0.x,2,
,"Gradient xMas 1.x (extension for Firefox)",1.x,2,
,"WindowsToUSB Lite 1.x",1.x,2,0
,"BurnAware Professional 2.x",2.x,2,
,"WarHound General Merchandise Shopping Cart",,2,
,"Mitra National Iranian CMS 3.x",3.x,2,0
,"WIKINDX Localization Module 1.x",1.x,2,
,"Holo Launcher 2.x",2.x,2,0
,"Pano2VR 3.x",3.x,2,0
,"Drop a Hint 0.x (extension for Firefox)",0.x,2,0
,"Locale::Maketext 1.x (module for Perl)",1.x,2,0
,"Majordomo 1.x",1.x,2,1
,"Xen 4.x",4.x,2,0
,"Visual Task Tips 1.x",1.x,2,
,"NEPT Image Uploader",,2,
,"ActBrowser ActiveX Control 3.x",3.x,2,
,"ITA Forum 1.x",1.x,2,
,"ClanWeb 1.x",1.x,2,
,"Q-Dir 4.x",4.x,2,0
,"FreeWebStat 1.x",1.x,2,1
,"Advanced mIRC Integration Plugin 2.x",2.x,2,
,"Print Preview Toolbar Button 0.x (extension for Firefox)",0.x,2,
,"TinyRadius 1.x",1.x,2,0
,"NDoc 1.x",1.x,2,
,"Phorum 3.x",3.x,2,
,"Advanced Forum (module for Drupal) 5.x",5.x,2,
,"Subtitle Processor 7.x",7.x,2,1
,"WebInstallerWrapper ActiveX Control 1.x",1.x,2,
,"xt-stats 2.x",2.x,2,
,"TRG News Script 3.x",3.x,2,
,"New Tab Homepage 0.x (extension for Firefox)",0.x,2,
,"Master Key 5.x",5.x,2,0
,"AkoBook 3.x (component for Mambo)",3.x,2,
,"PitchDark 3.x (extension for Firefox)",3.x,2,
,"Wacom Tablet 6.x",6.x,2,0
,"Google-Translator 2.x",2.x,2,
,"ErrorZilla Plus 0.x (extension for Firefox)",0.x,2,0
,"digsby 1.x",1.x,2,
,"Hamster Audio Player 0.x",0.x,2,
,"Somery 0.x",0.x,2,
,"Gemitel 3.x",3.x,2,0
,"REDPEACH CMS 4.x",4.x,2,
,"Lucien 1.x",1.x,2,0
,"picq 1.x",1.x,2,0
,"AgentX++ 1.x",1.x,2,0
,"Drupal Sitedoc Module 6.x",6.x,2,0
,"Wapher 1.x (extension for Firefox)",1.x,2,
,"AutoHideMouseCursor 1.x",1.x,2,0
,"Mahalo Share 4.x (extension for Firefox)",4.x,2,
,"RAV Online Scanning ActiveX",,2,
,"Registry CleanUP 6.x",6.x,2,0
,"Chainsaw 3.x",3.x,2,
,"WinFF 1.x",1.x,2,0
,"Submit to Blogmemes 1.x (extension for Firefox)",1.x,2,
,"SymmTime 2008",2008.x,2,0
,"WebChat 1.x (module for eXV2)",1.x,2,
,"Reasy 0.x (extension for Firefox)",0.x,2,
,"ROM Manager (Premium) 1.x",1.x,2,0
,geo-*,,2,
,"Drupal Go - url redirects (gotwo) Module 5.x",5.x,2,
,"WordPress WordPress-Amazon-Associate Plugin 1.x",1.x,2,0
,"Serendipity 0.x",0.x,2,
,"Driver Sweeper 2.x",2.x,2,0
,"Yii Framework 1.x",1.x,2,0
,"Russian hot keys bugfix 1.x (extension for Firefox)",1.x,2,
,"Drupal RESTful Web Services Module 7.x",7.x,2,0
,"libfishsound 0.x",0.x,2,
,"TwitThat ! 0.x (extension for Firefox)",0.x,2,
,"Flashkicker 2.x",2.x,2,0
,"Photo Organizer 2.x",2.x,2,
,"TwoUp 1.x",1.x,2,1
,"Drupal Node Access User Reference Module 7.x",7.x,2,0
,"SERWeb 0.x",0.x,2,
,"InstArabic 1.x",1.x,2,0
,"Rebeat 1.x",1.x,2,0
,"Sudoku Helper 0.x (extension for Firefox)",0.x,2,
,"Licq 1.x",1.x,2,
,"Compress::Raw::Zlib 2.x (module for Perl)",2.x,2,
,"PHPMyRing 4.x",4.x,2,
,"RegistryWizard 1.x",1.x,2,
,"qooxdoo 1.x",1.x,2,0
,"NC GBook 1.x",1.x,2,
,"Progressive Downloader 0.x",0.x,2,0
,"Drupal AddThis Button Module 5.x",5.x,2,0
,"RapidCRC 0.x",0.x,2,
,"POTO Sidebar Extension 0.x (extension for Firefox)",0.x,2,
,"Act (A Conference Toolkit)",,2,0
,"Thunderled 0.x (extension for Firefox)",0.x,2,
,"multi_xml gem for Ruby 0.x",0.x,2,0
,"PopTray 3.x",3.x,2,
,"PTBSync 5.x",5.x,2,0
,"TAU 2.x",,2,
,"Drupal Abuse Module 5.x",5.x,2,
,"Roccat 1.x",1.x,2,0
,"Stu's Opera Settings Import &amp; Export Tool 0.x",0.x,2,0
,"FireDictionary 0.x (extension for Firefox)",0.x,2,
,Crowbar,,2,0
,"N8cms 1.x",1.x,2,1
,"Xyzzy 0.x",0.x,2,0
,"silentThought Simple Web Server 1.x",1.x,2,1
,"Personal Wine Curator 3.x",3.x,2,0
,"signkorn Guestbook 1.x",1.x,2,
,"Drupal Subgroups for Organic Groups Module 5.x",5.x,2,
,"Meditate 1.x",1.x,2,0
,"Katalog Plyt Audio",,2,
,"PHP Poll Creator 1.x",1.x,2,1
,"PVEXPORT ActiveX Control 600.x",600.x,2,0
,"Drupal Masquerade Module 5.x",5.x,2,1
,"Page Validator 3.x (extension for Firefox)",3.x,2,
,"monotone 0.x",0.x,2,1
,"Universe Wars Extension 1.x (extension for Firefox)",1.x,2,
,"Entegrity PC-DCE 5.x",5.x,2,1
,"E. Z. Poll 2.x",2.x,2,
,"Emek Portal 2.x",2.x,2,
,"Wisterer 4.x",4.x,2,
,"StlaIEAx ActiveX Control 1.x",1.x,2,
,"click.to 0.x",0.x,2,0
,"BMForum Plus! 2.x",2.x,2,0
,"Mailbox Guard 1.x",1.x,2,
,"Breadcrumbs 0.x (extension for Firefox)",0.x,2,0
,"WordPress Wordfence Plugin 3.x",3.x,2,0
,"Hattrick Manager 2.x",2.x,2,
,"Cubs Theme 3.x (extension for Firefox)",3.x,2,0
,"EC2Box 0.x",0.x,2,0
,"Subclipse 1.x",1.x,2,0
,"Open Media Collectors Database (OpenDb) 1.x",1.x,2,
,"NTsyslog 1.x",1.x,2,
,"WordPress Js-appointment Plugin 1.x",1.x,2,0
,"Unicore Client 5.x",5.x,2,
,"Digital Interchange Calendar 5.x",5.x,2,
,"NetScan 3.x",3.x,2,1
,"AdSense-Deluxe 0.x (plugin for WordPress)",0.x,2,
,"Prayer Times 2.x",2.x,2,0
,"WordPress Website FAQ Plugin 1.x",1.x,2,0
,"CyberShop Ultimate Mc 7.x",7.x,2,1
,"ChromEdit Plus 2.x (extension for Firefox)",2.x,2,0
,"PHP GuestBook 1.x",1.x,2,1
,"WebCreator 0.x",,2,
,"Gallery Script Lite",,2,
,"LinkExtend 1.x (extension for Firefox)",1.x,2,
,"YUMI  Multiboot USB Creator 2.x",2.x,2,0
,"Mambo-SMF Forum 1.x (component for Mambo)",1.x,2,
,"Anthill 0.x",0.x,2,
,"Pritlog 0.x",0.x,2,
,"Process Hacker 2.x",2.x,2,0
,"SISC 1.x",1.x,2,
,"Gerry GuestBook 1.x",1.x,2,0
,"SecretSanta 1.x",1.x,2,
,"PastelCMS 0.x",0.x,2,
,"Wippien 2.x",2.x,2,0
,"lknSupport 1.x",1.x,2,0
,"AppGratis 2.x",2.x,2,0
,"One.com Cloud Drive 0.x",0.x,2,0
,"WinMerge 2.x",2.x,2,
,"Drive Space Indicator 4.x",4.x,2,
,"Menu Mod 2.x (extension for Firefox)",2.x,2,
,"Sage 1.x",1.x,2,
,"Miniweb 2.x",2.x,2,
,"npvusm ActiveX Control 5.x",5.x,2,0
,"phpCollegeExchange 0.x",0.x,2,
,"Arctic Torrent 1.x",1.x,2,
,"Flash Tree Gallery 1.x (component for Joomla!)",1.x,2,
,"WordPress teachPress Plugin 2.x",2.x,2,0
,"alterMIME 0.x",0.x,2,
,"Html Validator 0.x (extension for Firefox)",0.x,2,
,"iShow Invisible 1.x",1.x,2,1
,"TelNet98 14.x",14.x,2,0
,"Quicksilver Forums 1.x",1.x,2,
,"Tiny.pl 0.x (extension for Firefox)",0.x,2,
,"BugTracker.NET 3.x",3.x,2,0
,"Myaboo 1.x (extension for Firefox)",1.x,2,
,"Php Blue Dragon CMS 2.x",2.x,2,1
,"Easy Audio Redactor 1.x",1.x,2,
,"i.Scribe 1.x",1.x,2,
,"iFFmpeg 2.x",2.x,2,0
,"DynPG CMS 4.x",4.x,2,0
,"Total Uninstall 6.x",6.x,2,0
,"Anchorun 1.x (extension for Firefox)",1.x,2,0
,"CTB/McGraw-Hill Writing Roadmap 2.0 Secure Browser (extension for Firefox)",1.x,2,0
,"QuickCms 5.x",5.x,2,0
,"GejoSoft 1.x",1.x,2,
,"ReciPants 1.x",1.x,2,1
,"NaSMail 1.x",1.x,2,
,"Ctek SkyRouter 4200",,1,0
,"FSWikiLite 0.x",0.x,2,
,"dbList 8.x",8.x,2,
,"Lightning 0.x (extension for Firefox)",0.x,2,
,"Get File Size 1.x (extension for Firefox)",1.x,2,
,"Bump 3.x",3.x,2,0
,"QuickSFV 1.x",1.x,2,
,"David 6.x",,2,1
,"Nasim Guest Book 1.x",1.x,2,
,"Virtual Surgery Surgery Game 1.x",1.x,2,0
,"Yahoo! Mail Extra 0.x (extension for Firefox)",0.x,2,
,"SafeIP 2.x",2.x,2,0
,"eMonica 2003",2003,2,1
,"phpFreeChat 1.x",1.x,2,
,"Presdo Event Calendar Organizer Doodad 1.x (extension for Firefox)",1.x,2,
,"Ruby on Rails 4.1.x",4.1.x,2,0
,"EternalMart Mailing List Manager",,2,
,"Flat Manager (flatmgr) Extension for TYPO3 1.x",1.x,2,
,"AOP Alliance 1.x",1.x,2,0
,"TPO Duyuru Scripti",,2,0
,"sblim-sfcb 0.x",0.x,2,
,"PHP Link Directory (phpLD2) 2.x",2.x,2,
,"Canadian English Dictionary 1.x (extension for Firefox)",1.x,2,0
,"musl 0.x",0.x,2,0
,"Sinapsi eSolar DUO 2.x",2.x,1,0
,"Phoenix Coyotes Boom 1.x (extension for Firefox)",1.x,2,
,"XBoard (WinBoard) 4.x",,2,
,"Z-DBackup 3.x",3.x,2,
,"IberAgents 1.x",1.x,2,1
,"WordPress underConstruction plugin 1.x",1.x,2,0
,"SquidClamav 6.x",6.x,2,0
,"Spambog.com 2.x (extension for Firefox)",2.x,2,
,"SIRCD 0.x",0.x,2,0
,PostcardMentor,,2,
,"WordPress Processing Embed Plugin 0.x",0.x,2,0
,"Der Herberlin BremsServer 1.x",1.x,2,0
,"WordPress WP Photo Album Plus Plugin 4.x",4.x,2,0
,"Foxylicious 0.x (extension for Firefox)",0.x,2,
,"Sprint SmartView 2.x",2.x,2,0
,"Blogger Bar 1.x (extension for Firefox)",1.x,2,0
,"Most popular Ringtone 1.x",1.x,2,0
,"Translation Panel 1.x (extension for Firefox)",1.x,2,
,"360 Web Manager 3.x",3.x,2,0
,"Autologic/Agfa Output Manager (OMan) 1.x",1.x,2,
,"NeO 1.x",1.x,2,0
,"MyMPC 1.x",1.x,2,
,"Dijitals CMS",,2,0
,"ULPS 1.x (extension for Firefox)",1.x,2,
,"E-Xoopport 3.x",3.x,2,0
,"ChatZilla 0.x (extension for Firefox)",0.x,2,0
,"EconPlayer ActiveX Control 4.x",4.x,2,
,"PHPQuiz 1.x",1.x,2,
,"klibc 1.x",1.x,2,0
,"AnetVPOS ActiveX Control 1.x",1.x,2,
,"JobProfile 1.x (component for Joomla!)",1.x,2,0
,"GetBoo 0.x (extension for Firefox)",0.x,2,
,"ShortcutKey2URL 2.x (extension for Firefox)",2.x,2,
,"FeedMe 0.x",0.x,2,0
,"csphonebook 1.x",1.x,2,
,"spamdyke 4.x",4.x,2,0
,"DMXControl 2.x",2.x,2,0
,"Video Booth 2.x",2.x,2,0
,"Handy Start Menu 1.x",1.x,2,0
,"Search Videos on Google With a Single Click 1.x (extension for Firefox)",1.x,2,
,"Helpdesk Pilot 5.x",5.x,2,0
,"Power Bible CD 5.x",5.x,2,0
,"slingalink 0.x (extension for Firefox)",0.x,2,
,"DVDINFOPro 4.x",4.x,2,
,"HDNotifyBiz ActiveX Control 1.x",1.x,2,
,"Estate Agent Manager 1.x",1.x,2,
,"Active Calendar 1.x",1.x,2,0
,"Baby Phone - Musical Baby Game 2.x",2.x,2,0
,"Firefox-Plus 3.x (extension for Firefox)",3.x,2,
,"LFTP 2.x",2.x,2,
,"IcoFX 1.x",1.x,2,
,"jclarens 0.x",0.x,2,
,"QuickTeam 2.x",2.x,2,
,"WordPress Mail Subscribe List Plugin 2.x",2.x,2,0
,"Timesheet Next Gen 1.x",1.x,2,0
,"GSAMBAD 0.x",0.x,2,
,"Omegle Plus FREE 2.x",2.x,2,0
,"WordPress G-Lock Double Opt-in Manager Plugin 2.x",2.x,2,0
,"PPX Version 3.x (extension for Firefox)",3.x,2,
,"rxvt-unicode 9.x",9.x,2,
,"SuperF4 1.x",1.x,2,
,"DB Replacer 1.x (component for Joomla!)",1.x,2,0
,"lighttpd 1.x",1.x,2,
,"MR Tech Toolkit 6.x (extension for Firefox)",6.x,2,
,"Statbook 3.x",3.x,2,0
,"CF_Nuke 4.x",4.x,2,
,"Drupal External Link Page Module 6.x",6.x,2,0
,"PurpleBunny 1.x (extension for Firefox)",1.x,2,
,"E-Blah Platinum 9.x",9.x,2,
,"Ukrainian dictionary 1.x (extension for Firefox)",1.x,2,
,"cdrLabel 4.x",4.x,2,
,"MPCSoftWeb Guest Book",,2,
,"G-Force Platinum 3.x",3.x,2,
,"4nAlbum 0.x",0.x,2,0
,"Drupal Webform CiviCRM Module 6.x",6.x,2,0
,"VicFTPS 3.x",3.x,2,
,"VJDEO 1.x (component for Joomla!)",1.x,2,0
,"DHTMLX Suite 3.x",3.x,2,0
,"Gelato 0.x",0.x,2,
,"buymyscripts.net e-Book Store Website Script",,2,0
,"Dafizilla Table2Clipboard 0.x (extension for Firefox)",0.x,2,0
,"NCS WinVisible 1.x",1.x,2,0
,"Akarru Social BookMarking Engine 0.x",0.x,2,
,"Lookpick 0.x (extension for Firefox)",0.x,2,
,"Dillo 3.x",3.x,2,0
,"REDAXO 3.x",3.x,2,
,"TeXnicCenter 1.x",1.x,2,
,"WhatStat for WhatsApp 1.x",1.x,2,0
,"Fingerfox 0.x (extension for Firefox)",0.x,2,
,"Handshakes 4.x",4.x,2,0
,"RCSearch 0.x (extension for Firefox)",0.x,2,
,"Clarify App ActiveX Control 2.x",2.x,2,
,tnftpd,,2,
,"Shopzilla Comparison Shopping Script 3.x",3.x,2,0
,"jTDS 1.x",1.x,2,0
,"WordPress Simple Download Button Shortcode Plugin 1.x",1.x,2,0
,"SETI Driver 1.x",1.x,2,
,"Firefox Preloader 1.x",1.x,2,
,"Multi-Forums 1.x (module for phpBB)",1.x,2,
,"ShortShip Pro 3.x (extension for Firefox)",3.x,2,
,"Waterfox Firefox 16.x",16.x,2,1
,"Monkeys Audio 3.x",3.x,2,
,"avant.garde.10011 :verde: 1.x (extension for Firefox)",1.x,2,0
,"Find-it 4.x",4.x,2,
,"DDIPrintEngine ActiveX Control 4.x",4.x,2,
,"Dragon Internet Events Listing 2.x",2.x,2,
,"Terminals 2.x",2.x,2,0
,"Freebie Notes 3.x",3.x,2,0
,"ALKAHRABA 3.x",3.x,2,0
,"Tango Firefox Theme 0.x (extension for Firefox)",0.x,2,
,"NovaBACKUP Network (formerly NovaNET) 14.x",14.x,2,0
,"SuperAdBlocker Process Scanner ActiveX Control 1.x",1.x,2,
,"Double Choco Latte 0.x",0.x,2,
,"ZThread 2.x",2.x,2,
,"UOLActiveInstaller ActiveX Control 1.x",1.x,2,
,"Ayco Shop 1.x",1.x,2,0
,"Burak Yilmaz Download Portal",,2,
,"asp2php 0.x",0.x,2,0
,"Webify Business Directory",,2,0
,"Walla TeleSite 3.x",3.x,2,
,"WebCart 2.x",2.x,2,
,"Facebook Camera for iOS 1.x",1.x,2,0
,"Logos Toolbar 2.x (extension for Firefox)",2.x,2,
,"Admidio 1.x",1.x,2,1
,"JRadio 1.x (component for Joomla!)",1.x,2,0
,"ChatterBox 2.x",2.x,2,
,"WHMCompleteSolution 4.x",4.x,2,0
,"Biz Mail Form 2.x",2.x,2,
,"Adsense Notifier 0.x (extension for Firefox)",0.x,2,0
,"Graph-O-Matic 2.x",2.x,2,1
,"Polipo 1.x",1.x,2,
,"My Portal 1.x (extension for Firefox)",1.x,2,
,"ChamaCargo 7.x",7.x,2,0
,"Locator 3.x (extension for Firefox)",3.x,2,
,"Diesel Job Site",,2,1
,"Small ftpd 0.x",0.x,2,0
,"xine-ui 0.x",0.x,2,
,"AdRotate 3.x (plugin for WordPress)",3.x,2,0
,"phpTrafficA 1.x",1.x,2,
,"PHP-Calendar 0.x",0.x,2,
,"AccessMenuBarApps 2.x",2.x,2,0
,"PHP Mongo 1.x",1.x,2,0
,"Clipboard Observer 1.x (extension for Firefox)",1.x,2,0
,"PowerNews 2.x",2.x,2,
,"visualizeus 0.x (extension for Firefox)",0.x,2,
,"Contributed Packages for PyBlosxom 1.3 1.x",1.x,2,
,"slgwebinstall ActiveX Control 1.x",1.x,2,
,"sitecopy 0.13.x",0.13.x,2,1
,"TurboNote 6.x",6.x,2,
,"Raw Photo Processor 4.x",4.x,2,0
,"Drupal Taxonomy Timer Module 6.x",6.x,2,
,"phpCityPortal 1.x",1.x,2,0
,"LanSchool 7.x",7.x,2,0
,"SDP Downloader 2.x",2.x,2,1
,"Offline Page validator 0.x (extension for Firefox)",0.x,2,
,"Cups4j 0.x",0.x,2,0
,"acWeb 1.x",1.x,2,0
,"KVM (Kernel-based Virtual Machine)",,2,
,"Back To Google 1.x (extension for Firefox)",1.x,2,1
,"Ovidentia 6.x",6.x,2,
,"WayToIndex ActiveX Control 2.x",2.x,2,
,"Lou Portail 2.x",2.x,2,
,"Ninja Designs Mailist 3.x",3.x,2,
,"Ultimate Uploader for PHP 1.x",1.x,2,
,"Flashgames 1.x (module for XOOPS)",1.x,2,
,"MultiHasher 2.x",2.x,2,0
,"Fire Encrypter 4.x (extension for Firefox)",4.x,2,
,"ack 2.x",2.x,2,0
,"MozMill 1.x (extension for Firefox)",1.x,2,
,"Unreal Tournament 2003",2003,2,
,"ZIPPlugin ActiveX Control 1.x",1.x,2,
,"SKForum 1.x",1.x,2,1
,"SystemTap 0.x",0.x,2,
,"Adblock Pro 3.x",3.x,2,0
,"FurMark 1.x",1.x,2,0
,"surf 0.x",0.x,2,0
,"StreamRipper32 2.x",2.x,2,0
,"Dexclock 1.x",1.x,2,0
,"OrbThis 2.x (extension for Firefox)",2.x,2,
,"MacDive 2.x",2.x,2,0
,"Graboid 1.x",1.x,2,
,"Pismo File Mount Audit Package 1.x",1.x,2,
,pnamazu,,2,
,"Cyworld Image Upload Tool ActiveX Control 1.x",1.x,2,
,"SkyDrive Explorer 2.x",2.x,2,0
,"Speakyldr ActiveX Control 0.x",0.x,2,0
,"KSAReader 1.x",1.x,2,0
,"CGIWrap 3.x",3.x,2,
,"Firevine Toolbar 0.x (extension for Firefox)",0.x,2,
,"evoTopsites Pro 2.x",2.x,2,1
,"Smeego 1.x",1.x,2,
,"Jacks FormMail.php 5.x",,2,
,"ReputationShield ActiveX Control 2.x",2.x,2,
,Forumwa,,2,1
,"Irvine ContextMenu 1.x (extension for Firefox)",1.x,2,
,"ChangeMAC 1.x",1.x,2,1
,"Diocese of Portsmouth Database (pd_diocesedatabase) 0.x Extension for TYPO3",0.x,2,0
,"FireTitle 0.x (extension for Firefox)",0.x,2,
,"Family Farm Seaside 1.x",1.x,2,0
,"HotSwap! 6.x",6.x,2,0
,"Small Axe Weblog 0.x",0.x,2,
,"ToonSkin 2.x (extension for Firefox)",2.x,2,
,"ntopng 1.x",1.x,2,0
,"1Book 1.x",1.x,2,1
,"Unofficial-ngen-GUI 2.x",2.x,2,0
,"WorkSimple 1.x",1.x,2,
,"Agenda Address Book 1.x (component for Joomla)",1.x,2,0
,"Bytekit 1.x",1.x,2,0
,"AppServ 2.x",2.x,2,
,"No-Referer 1.x (extension for Firefox)",1.x,2,
,"Proto 1.x (extension for Firefox)",1.x,2,
,"nss-pam-ldapd 0.x",0.x,2,0
,"Clan Manager Pro 1.x",1.x,2,1
,"PaoLink 1.x",1.x,2,
,"OpenSG 1.x",1.x,2,
,"StudioTax 2012 8.x",8.x,2,0
,"AROUNDMe 1.x",1.x,2,
,"eBoard 1.x (module for PHP-Nuke)",1.x,2,
,"Faceted Search (ke_search) Extension for TYPO3 1.x",1.x,2,0
,"Tramp (Extension for Emacs) 2.x",2.x,2,
,"Swarm 0.x (extension for Firefox)",0.x,2,
,"Joomla! 3.x",3.x,2,0
,"Jetty 3.x",3.x,2,1
,"Go Parent Folder 1.x (extension for Firefox)",1.x,2,
,"Manga Plus Reader 2.x",2.x,2,0
,"MOD_CBSMS 1.x (module for Mambo)",1.x,2,1
,"WordPress WP DS FAQ Plugin 1.x",1.x,2,0
,"Blog 1.x (module for w3b|cms)",1.x,2,
,"WordPress Woopra Analytics Plugin 1.x",1.x,2,
,"MLDonkey 3.x",3.x,2,0
,"Tv.nu 2.x",2.x,2,0
,"Calctor 2.x",2.x,2,
,"Chinese Pera-kun 1.x (extension for Firefox)",1.x,2,0
,"Seton Hall Pirates Toolbar 1.x (extension for Firefox)",1.x,2,
,"WordPress podPress Plugin 8.x",8.x,2,0
,"TurboTax 2008.x",2008,2,0
,"Drupal Block Class Module 5.x",5.x,2,0
,"FindBugs 2.x",2.x,2,0
,"StartUp Manager 1.x",1.x,2,
,"HelpNDoc 3.x",3.x,2,0
,"SearchChips Bookmarker 1.x (extension for Firefox)",1.x,2,
,"Unix Security Auditor for Idea 2.x",2.x,2,0
,"Fuze Meeting 1.x",1.x,2,0
,"phpMyAgenda 3.x",3.x,2,1
,"FreznoShop 1.x",1.x,2,
